Track,Date,RaceNum,DogName,Box,Trainer,Grade,Dist,Actual_Place,Weight,Actual_SP,Margin,EarlySpeed,Split_Time,Actual_Time,Sire,Dam,Sex,Birthday,Sec_Per_Meter
Warragul,17 Jan 25,1,WINIFRED MARY,2,D Crawford,Maiden,400,7,29.8,3.90,11.87,M,8.57,23.75,Aston Rupee,Ants In Pants,B,18 Apr 2023,0.0593750000
Warragul,17 Jan 25,1,ASTON DENTON,3,N Lund,Maiden,400,3,28.5,10.10,2.99,M,8.53,23.13,Aston Fastnet,Aston Corinna,D,08 Feb 2023,0.0578250000
Warragul,17 Jan 25,1,TANTI AVENUE,4,M Cortese,Maiden,400,6,26.0,22.90,4.37,S,8.73,23.23,Houdini Boy,Ring A Dragon,B,03 Jan 2023,0.0580750000
Warragul,17 Jan 25,1,SON OF SYBIL,6,K Browney,Maiden,400,5,31.0,13.20,3.33,M,8.41,23.15,Beast Unleashed,Invictus Sybil,D,09 Dec 2022,0.0578750000
Warragul,17 Jan 25,1,PRINCESS PANDA,7,B Hunter,Maiden,400,1,27.3,5.90,0,Q,8.40,22.92,Barcia Bale,Fernando Cazz,B,01 Nov 2022,0.0573000000
Warragul,17 Jan 25,1,COUNT THE STARS,8,D Sharp,Maiden,400,2,30.2,10.10,0.07,M,8.53,22.93,Tommy Shelby,Starlight Amy,D,29 May 2023,0.0573250000
Warragul,17 Jan 25,2,JUMBUK GERHARD,1,B Joske,Mixed 6/7,400,3,33.9,6.30,3.80,M,8.48,23.07,Bernardo,Crimson Vixen,D,18 Mar 2023,0.0576750000
Warragul,17 Jan 25,2,ASTON SHEKEL,2,D Archer,Mixed 6/7,400,2,30.2,1.70,1.89,Q,8.69,22.94,Aston Rupee,Fire On Ice,D,24 Sep 2022,0.0573500000
Warragul,17 Jan 25,2,ROSE OPAL,3,B Stockdale,Mixed 6/7,400,4,27.2,17.90,3.84,M,8.36,23.08,Aston Rupee,Bessie's Daisy,B,18 Oct 2022,0.0577000000
Warragul,17 Jan 25,2,MAGIC OUTLAW,4,P Pollutro,Mixed 6/7,400,5,26.1,50.20,4.01,M,8.73,23.09,Catch The Thief,Supreme Outlaw,B,17 Feb 2022,0.0577250000
Warragul,17 Jan 25,2,FAST FREDDY,5,D Douch,Mixed 6/7,400,8,34.9,9.60,11.46,S,8.71,23.61,Aston Rupee,Brueghelino,D,24 Mar 2023,0.0590250000
Warragul,17 Jan 25,2,PROMISES TO BE,6,W Fasoli,Mixed 6/7,400,6,36.4,22.80,4.27,M,8.60,23.11,Flying Ricciardo,One More Light,D,08 Oct 2021,0.0577750000
Warragul,17 Jan 25,2,BEST DRESSED,7,W Dawes,Mixed 6/7,400,1,26.1,25.40,0,M,8.35,22.81,Kinloch Brae,Red Hot Chevy,B,07 Jan 2023,0.0570250000
Warragul,17 Jan 25,2,MINH CINDY,8,J Sharp,Mixed 6/7,400,7,28.4,5.50,8.99,S,8.72,23.44,Out Of Range,Chloe Louise,B,03 Feb 2023,0.0586000000
Warragul,17 Jan 25,3,BONNIE GAL,1,C Johannsen,Grade 5,400,7,28.5,6.90,5.96,M,8.44,23.13,Hooked On Scotch,Mepunga Bonnie,B,18 Mar 2021,0.0578250000
Warragul,17 Jan 25,3,PERSUASION,2,G Howell,Grade 5,400,1,27.5,4.30,0,Q,8.26,22.72,Hooked On Scotch,Sparky Girl,B,21 Mar 2021,0.0568000000
Warragul,17 Jan 25,3,CUBAN CIGAR,3,J Sharp,Grade 5,400,8,32.2,6.30,10.17,M,8.64,23.43,Walk Hard,Havana Miss,D,27 Nov 2020,0.0585750000
Warragul,17 Jan 25,3,MALO MAGIC,4,J Martinovic,Grade 5,400,6,29.9,6.80,4.44,S,8.53,23.03,Fernando Bale,Dyna Fancy,D,16 Jan 2020,0.0575750000
Warragul,17 Jan 25,3,BANDIT BARBIE,5,B Alford,Grade 5,400,2,28.6,4.90,2.49,M,8.44,22.89,Jungle Deuce,Little Nangar,B,23 Jun 2022,0.0572250000
Warragul,17 Jan 25,3,ESPECIAL DIGGER,6,E Knott,Grade 5,400,4,28.6,7.50,3.93,M,8.31,22.99,Orson Allen,Antarctic Lass,B,24 Jul 2020,0.0574750000
Warragul,17 Jan 25,3,SHINY NEW TOY,7,D Sharp,Grade 5,400,5,30.5,10.80,4.20,S,8.52,23.01,Shima Shine,Chun Li,D,22 Apr 2022,0.0575250000
Warragul,17 Jan 25,3,FURIOUS ANGEL,8,S Lithgow,Grade 5,400,3,25.9,14.80,2.54,M,8.40,22.89,Fernando Bale,Kouta And Cream,B,15 Nov 2020,0.0572250000
Warragul,17 Jan 25,4,BIG DUKE,1,D Cortese,Mixed 6/7,460,1,34.1,4.40,0,Q,6.56,26.05,Houdini Boy,Ring A Dragon,D,03 Jan 2023,0.0566304348
Warragul,17 Jan 25,4,HOT SPOT,2,K Evans,Mixed 6/7,460,7,25.9,18.50,9.89,M,6.66,26.75,Feral Franky,Dreaming,B,22 Jun 2022,0.0581521739
Warragul,17 Jan 25,4,AMRON TOMMY,3,D Fasoli,Mixed 6/7,460,2,33.2,8.60,0.91,S,6.82,26.12,Tommy Shelby,Kraken Lightning,D,02 Apr 2023,0.0567826087
Warragul,17 Jan 25,4,SCOUT ACE,4,D Johnston,Mixed 6/7,460,6,25.8,13.10,9.76,S,6.79,26.74,My Redeemer,Somerton Rose,B,08 Dec 2022,0.0581304348
Warragul,17 Jan 25,4,BAYWARA,5,M Clark,Mixed 6/7,460,4,31.2,14.10,2.70,S,6.84,26.24,Tommy Shelby,Dava Supreme,D,02 May 2023,0.0570434783
Warragul,17 Jan 25,4,RUTH'S COMMANDER,6,B Garrick,Mixed 6/7,460,8,32.0,23.20,13.71,Q,6.63,27.01,Houdini Boy,Ring A Dragon,D,03 Jan 2023,0.0587173913
Warragul,17 Jan 25,4,AMRON SAMMY,7,D Fasoli,Mixed 6/7,460,3,33.4,6.90,2.40,Q,6.47,26.22,Bernardo,Trojan Package,D,10 May 2023,0.0570000000
Warragul,17 Jan 25,4,ASTON WALKER,8,D Geall,Mixed 6/7,460,5,31.5,2.20,4.10,M,6.49,26.34,Aston Rupee,Aston Genesis,D,17 Apr 2023,0.0572608696
Warragul,17 Jan 25,5,ASTON HAMILTON,1,D Archer,Restricted Win Final,460,7,30.0,2.50,9.69,Q,6.54,26.56,Fernando Bale,Aston Mirage,D,28 Jul 2022,0.0577391304
Warragul,17 Jan 25,5,OLIVER KELTON,2,B Toner,Restricted Win Final,460,2,36.0,10.40,0.63,M,6.56,25.92,Shima Shine,Ita Louisa,D,15 May 2022,0.0563478261
Warragul,17 Jan 25,5,BEST FOR LAST,3,G Clifton,Restricted Win Final,460,4,31.4,31.10,1.53,M,6.84,25.98,Shima Shine,Baby Talk,B,01 Dec 2022,0.0564782609
Warragul,17 Jan 25,5,ELLIOTT,4,P Abela,Restricted Win Final,460,5,33.8,6.70,5.94,M,6.70,26.29,Aston Rupee,Imminent Reality,D,18 Aug 2022,0.0571521739
Warragul,17 Jan 25,5,BARRETOS,5,M Clark,Restricted Win Final,460,1,29.3,6.50,0,Q,6.45,25.88,Aussie Infrared,Poise,D,23 Nov 2022,0.0562608696
Warragul,17 Jan 25,5,BEBOP JAZZ,6,P Presutto,Restricted Win Final,460,3,27.4,3.80,1.41,M,6.59,25.98,Shima Shine,Jazz Opera,B,12 Sep 2022,0.0564782609
Warragul,17 Jan 25,5,LOTS OF BUGS,8,G Jose,Restricted Win Final,460,6,33.3,38.50,7.49,M,6.66,26.40,Lots Of Chatter,You Bug Me,D,22 Feb 2023,0.0573913043
Warragul,17 Jan 25,6,CALIMO,1,J Connor,Grade 5,460,6,35.3,2.90,3.04,M,6.95,26.25,Aston Dee Bee,Madalia Maggie,D,15 Jun 2021,0.0570652174
Warragul,17 Jan 25,6,FLEX FOR ME,2,G McLachlan,Grade 5,460,4,32.7,3.00,2.39,M,6.83,26.20,Shima Shine,Absolute Ruby,D,03 Jan 2022,0.0569565217
Warragul,17 Jan 25,6,ABRAXAS BALE,3,L Harris,Grade 5,460,7,36.9,26.50,7.07,M,6.83,26.53,Christo Bale,Dyna Romy,D,07 Apr 2022,0.0576739130
Warragul,17 Jan 25,6,SAXON KELTON,4,B Toner,Grade 5,460,5,35.2,4.50,2.94,M,6.78,26.24,Shima Shine,Ita Louisa,D,15 May 2022,0.0570434783
Warragul,17 Jan 25,6,MADALIA ZOOM,5,P McKenzie,Grade 5,460,3,35.1,15.00,2.10,M,6.69,26.18,Banjo Boy,Zipping Scarlet,D,14 Nov 2020,0.0569130435
Warragul,17 Jan 25,6,VALVE BOUNCE,6,C Johannsen,Grade 5,460,2,33.9,30.00,0.86,M,6.65,26.09,Shima Shine,Zipping Emma,D,10 Oct 2021,0.0567173913
Warragul,17 Jan 25,6,RAPIDFIRE JAYDA,7,J Holt,Grade 5,460,1,29.9,7.80,0,M,6.60,26.03,Fabregas,Wynburn Lucifer,B,14 Apr 2022,0.0565869565
Warragul,17 Jan 25,7,OUT OF CHARGE,1,J Abela,Grade 5,460,6,34.1,12.40,9.86,M,6.61,26.46,Out Of Range,Furious Floss,D,18 Jan 2022,0.0575217391
Warragul,17 Jan 25,7,MADALIA SNOOPY,2,P McKenzie,Grade 5,460,4,33.6,7.90,5.13,M,6.62,26.13,Aston Dee Bee,Madalia Maggie,D,15 Jun 2021,0.0568043478
Warragul,17 Jan 25,7,MIGHTY HANNIBAL,3,J Brown,Grade 5,460,5,38.6,20.40,8.56,M,6.71,26.37,Bernardo,Mighty Matilda,D,23 Feb 2021,0.0573260870
Warragul,17 Jan 25,7,RATTLE AND BANG,4,G Howell,Grade 5,460,3,35.4,8.60,4.71,M,6.80,26.10,Feral Franky,Bella Shima,D,18 May 2022,0.0567391304
Warragul,17 Jan 25,7,BOOT A DREAM,5,G Campbell,Grade 5,460,7,36.6,17.60,12.49,M,6.81,26.64,My Redeemer,Little Samara,D,12 Feb 2021,0.0579130435
Warragul,17 Jan 25,7,KELLY JANE,6,B Joske,Grade 5,460,2,27.5,2.20,0.21,M,6.47,25.78,Koblenz,Xalynn Bale,B,10 Oct 2022,0.0560434783
Warragul,17 Jan 25,7,GALLOPING RED,7,R Conway,Grade 5,460,8,31.5,14.30,16.74,M,6.71,26.94,Bernardo,In Orbit,D,02 Sep 2022,0.0585652174
Warragul,17 Jan 25,7,AUDACIOUS PADDY,8,K Wainwright,Grade 5,460,1,31.6,4.30,0,M,6.61,25.77,Magic Sprite,Audacious Grace,D,04 Sep 2021,0.0560217391
Warragul,17 Jan 25,8,JOROGUMO,1,N McDonald,Mixed 4/5,460,6,34.8,11.60,10.70,M,6.49,26.24,Beast Unleashed,Ruby Girl,D,07 Jun 2022,0.0570434783
Warragul,17 Jan 25,8,CHAVERO,2,S Toner,Mixed 4/5,460,1,37.1,4.20,0,M,6.46,25.49,Shima Shine,Ita Louisa,D,15 May 2022,0.0554130435
Warragul,17 Jan 25,8,RHYTHMIC ENERGY,3,N Presutto,Mixed 4/5,460,3,31.7,8.50,2.57,M,6.60,25.67,Shima Shine,Jazz Opera,D,12 Sep 2022,0.0558043478
Warragul,17 Jan 25,8,MISTY AMY,4,R Wood,Mixed 4/5,460,7,26.0,41.30,11.86,M,6.74,26.32,Zipping Garth,Zipping Ruby,B,20 May 2020,0.0572173913
Warragul,17 Jan 25,8,POWER PAWS,5,K Morrison,Mixed 4/5,460,4,31.0,4.30,4.94,M,6.62,25.84,Aussie Infrared,Quick Paws,B,29 May 2022,0.0561739130
Warragul,17 Jan 25,8,CANYA ALL UP,7,P Abela,Mixed 4/5,460,2,37.8,2.40,1.94,Q,6.45,25.63,Aston Rupee,Bombshell Bandit,D,14 Mar 2023,0.0557173913
Warragul,17 Jan 25,8,HI THERE FRANK,8,D Geall,Mixed 4/5,460,5,33.6,16.00,5.59,S,6.60,25.89,Lightning Frank,Nayla Swift,D,07 Feb 2022,0.0562826087
Warragul,17 Jan 25,9,ASTON JALAPENO,1,C Mackie,Mixed 4/5,400,7,32.9,6.70,9.76,M,8.74,23.13,Aston Dee Bee,Aston Lopez,D,23 Mar 2022,0.0578250000
Warragul,17 Jan 25,9,OUR VISION,2,J Sharp,Mixed 4/5,400,8,26.9,17.80,11.01,M,8.77,23.22,Bernardo,Denise's Vision,B,12 Dec 2022,0.0580500000
Warragul,17 Jan 25,9,RIBERO,3,E Johannsen,Mixed 4/5,400,6,32.6,20.80,8.81,Q,8.62,23.06,Fernando Bale,Bivouac,D,29 Apr 2022,0.0576500000
Warragul,17 Jan 25,9,SODA DUKE,4,J Daffy,Mixed 4/5,400,2,33.1,19.30,5.00,M,8.34,22.80,Fernando Bale,Soda Girl,D,09 Dec 2021,0.0570000000
Warragul,17 Jan 25,9,GOT FLAIR,5,S Combridge,Mixed 4/5,400,4,34.6,20.80,6.76,M,8.51,22.92,Fernando Bale,Champion Model,D,01 Nov 2022,0.0573000000
Warragul,17 Jan 25,9,TENSION HEAD,6,K Evans,Mixed 4/5,400,1,32.1,2.30,0,Q,8.23,22.45,Tommy Shelby,Snooky,D,28 Oct 2021,0.0561250000
Warragul,17 Jan 25,9,JUNIOR'S MATE,7,D Johnston,Mixed 4/5,400,3,32.2,14.40,5.80,M,8.37,22.85,Fernando Bale,Mystic Riot,D,07 Jul 2021,0.0571250000
Warragul,17 Jan 25,9,BETTER LIGHT UP,8,D Geall,Mixed 4/5,400,5,35.0,3.00,6.83,S,8.46,22.93,Feral Franky,Armatree Kaycee,D,07 Sep 2022,0.0573250000
Warragul,17 Jan 25,10,RAPIDFIRE LAYLA,1,K Evans,Grade 5,400,6,29.0,10.50,7.99,M,8.53,22.96,Fabregas,Wynburn Lucifer,B,14 Apr 2022,0.0574000000
Warragul,17 Jan 25,10,KEISHA,2,N Presutto,Grade 5,400,3,28.8,6.20,4.03,M,8.60,22.69,Whiskey Riot,Alcyone,B,04 Dec 2021,0.0567250000
Warragul,17 Jan 25,10,CHALUPA BATMAN,4,N Presutto,Grade 5,400,4,31.1,4.90,5.47,M,8.54,22.79,Cosmic Rumble,Real Reward,D,02 Sep 2022,0.0569750000
Warragul,17 Jan 25,10,ZONNEKEYN,5,H Collins,Grade 5,400,5,27.9,4.40,6.80,M,8.59,22.88,Beast Unleashed,Vegas Ticket,D,07 Jan 2023,0.0572000000
Warragul,17 Jan 25,10,TOOTSIE,6,W Dawes,Grade 5,400,2,27.0,29.90,3.01,M,8.29,22.61,Fernando Bale,Amelia Christa,B,01 Sep 2021,0.0565250000
Warragul,17 Jan 25,10,STELLAR CAREER,7,C Morris,Grade 5,400,7,27.3,51.50,8.66,S,8.60,23.01,Tommy Shelby,In Blue Jeans,B,15 Mar 2022,0.0575250000
Warragul,17 Jan 25,10,MYALL RAY,8,R Gilmore,Grade 5,400,1,30.7,2.30,0,M,8.20,22.40,Beast Unleashed,Spot On Cinta,D,18 Jan 2022,0.0560000000
Warragul,17 Jan 25,11,BLAME ESMERALDA,1,B Sonneman,Grade 5,400,6,26.5,28.10,7.43,M,8.63,23.03,Fernando Bale,Esmay,B,18 Jun 2022,0.0575750000
Warragul,17 Jan 25,11,ASTON TOMMY,2,D Condon,Grade 5,400,4,33.9,3.50,3.59,M,8.68,22.76,Tommy Shelby,Aston Meilleur,D,16 Apr 2022,0.0569000000
Warragul,17 Jan 25,11,GROVER BALE,3,L Harris,Grade 5,400,7,31.6,21.40,11.39,M,8.81,23.30,Fernando Bale,Idria Bale,D,18 Mar 2022,0.0582500000
Warragul,17 Jan 25,11,LINDENOW PATCH,4,J Musselwhite,Grade 5,400,8,32.9,6.40,18.17,M,9.09,23.78,Orson Allen,Magic Gypsy,D,14 Jun 2021,0.0594500000
Warragul,17 Jan 25,11,SHANK'S PONY,5,G Howell,Grade 5,400,1,26.3,5.10,0,Q,8.21,22.51,Aussie Infrared,Miss Eloise,B,05 Jun 2020,0.0562750000
Warragul,17 Jan 25,11,WASHINGTON BLUE,6,J Clay,Grade 5,400,3,33.1,8.70,1.77,S,8.58,22.63,Fully Loaded,Ivey's Affair,D,01 Sep 2021,0.0565750000
Warragul,17 Jan 25,11,RADEBE,7,S Van Oirschot,Grade 5,400,5,33.7,18.50,3.97,M,8.51,22.78,Zambora Brockie,Miss Dee Meadows,D,14 Nov 2020,0.0569500000
Warragul,17 Jan 25,11,XISAN BALE,8,T Kennedy-Harris,Grade 5,400,2,31.8,3.40,0.60,M,8.47,22.55,Droopys Sydney,Winnie Allen,D,27 Feb 2022,0.0563750000
Warragul,17 Jan 25,12,ASTON MASSIMO,1,D Condon,Grade 5,400,3,33.4,2.90,4.91,M,8.60,22.77,Tommy Shelby,Aston Meilleur,D,16 Apr 2022,0.0569250000
Warragul,17 Jan 25,12,QUESTON BALE,2,T Kennedy-Harris,Grade 5,400,5,33.7,15.90,9.73,M,8.66,23.11,Orson Allen,Hae Allen,D,22 Aug 2021,0.0577750000
Warragul,17 Jan 25,12,CATCH THE OUTLAW,3,P Pollutro,Grade 5,400,8,32.2,48.10,14.96,M,8.73,23.47,Fernando Bale,Supreme Outlaw,D,10 Dec 2020,0.0586750000
Warragul,17 Jan 25,12,AUDACIOUS LIVVY,4,D Wainwright,Grade 5,400,6,26.9,11.20,10.23,M,8.67,23.14,Magic Sprite,Audacious Grace,B,04 Sep 2021,0.0578500000
Warragul,17 Jan 25,12,VAN ROOYEN,5,C Feltham,Grade 5,400,2,31.7,5.10,4.76,S,8.52,22.76,Tommy Shelby,Wharfies Girl,D,15 Apr 2022,0.0569000000
Warragul,17 Jan 25,12,AGON CARAMEL,6,D Sharp,Grade 5,400,7,25.5,30.50,10.97,S,8.68,23.19,Fernando Bale,Rasputia,B,02 Oct 2022,0.0579750000
Warragul,17 Jan 25,12,COMPUTER MODEL,7,B Alford,Grade 5,400,1,32.6,2.70,0,Q,8.20,22.42,Barcia Bale,Cruiser Model,D,26 Jun 2022,0.0560500000
Warragul,17 Jan 25,12,SKY HIGH DREAMS,8,J Sultana,Grade 5,400,4,29.9,16.70,9.61,S,8.66,23.10,My Redeemer,Ava's Dream,B,21 Dec 2021,0.0577500000
The Meadows,18 Jan 25,1,SHIMA SAND,1,T Dailly,Grade 7,525,6,31.4,3.70,10.94,M,5.17,30.83,Feral Franky,Shima Pearl,D,23 Apr 2023,0.0587238095
The Meadows,18 Jan 25,1,DELICIOUS,2,S Brincat,Grade 7,525,7,34.1,8.30,13.19,M,5.17,30.99,Feral Franky,Mepunga Frankie,D,10 May 2023,0.0590285714
The Meadows,18 Jan 25,1,PAT CARD,4,P Abela,Grade 7,525,5,28.3,3.50,7.34,M,5.10,30.58,Bernardo,It's A Maybe,D,01 Apr 2023,0.0582476190
The Meadows,18 Jan 25,1,SHIMA TIME,5,T Dailly,Grade 7,525,1,34.1,6.20,0,M,5.02,30.06,Feral Franky,Shima Pearl,D,23 Apr 2023,0.0572571429
The Meadows,18 Jan 25,1,SHIMA SEAL,6,T Dailly,Grade 7,525,4,33.1,4.50,6.99,M,5.07,30.55,Feral Franky,Shima Pearl,D,23 Apr 2023,0.0581904762
The Meadows,18 Jan 25,1,STAR SIXTY SIX,7,J Sharp,Grade 7,525,3,32.6,27.40,6.98,S,5.21,30.55,Tommy Shelby,Starlight Amy,D,29 May 2023,0.0581904762
The Meadows,18 Jan 25,1,WYONG GRESHAM,8,T Dailly,Grade 7,525,2,25.7,52.20,4.39,M,5.09,30.37,Fernando Bale,Gypsy Wyong,B,04 May 2023,0.0578476190
The Meadows,18 Jan 25,2,PAW KILTER,1,M Delbridge,Grade 6,525,3,33.8,4.50,6.17,M,5.26,30.27,Bernardo,Hadarah Bale,D,03 Dec 2022,0.0576571429
The Meadows,18 Jan 25,2,FUJI APPLE,3,J Sharp,Grade 6,525,7,28.1,10.80,9.14,Q,5.21,30.48,Feral Franky,Junk Food Junkie,B,13 Nov 2022,0.0580571429
The Meadows,18 Jan 25,2,ASTON BOTAN,4,C Treherne,Grade 6,525,5,27.9,8.30,6.89,M,5.21,30.32,Fernando Bale,Aston Mirage,D,28 Jul 2022,0.0577523810
The Meadows,18 Jan 25,2,SHIMA STAN,5,T Dailly,Grade 6,525,1,32.7,3.30,0,Q,5.12,29.84,Feral Franky,Shima Pearl,D,23 Apr 2023,0.0568380952
The Meadows,18 Jan 25,2,LOCHINVAR CHAOS,7,B Fitton,Grade 6,525,2,33.1,11.70,4.60,M,5.17,30.16,Barcia Bale,Larrakeyah Lady,D,22 Jun 2022,0.0574476190
The Meadows,18 Jan 25,2,KIWI ICE CUBE,8,T Dailly,Grade 6,525,4,27.8,4.80,6.63,M,5.12,30.30,Fernando Bale,Lala Kiwi,B,26 Jan 2023,0.0577142857
The Meadows,18 Jan 25,3,PAW SUMMER,1,M Delbridge,Grade 5,525,1,28.4,1.50,0,Q,5.20,30.24,Bernardo,Dyna Harpa,B,08 Dec 2022,0.0576000000
The Meadows,18 Jan 25,3,TWILIGHT JET,2,F Vantaarling,Grade 5,525,7,30.4,10.10,6.63,Q,5.20,30.70,Azkaban,Stylish Bree,D,10 Feb 2021,0.0584761905
The Meadows,18 Jan 25,3,JAZZY BELLE,3,S Stefanos,Grade 5,525,4,27.1,23.10,3.09,Q,5.04,30.45,Aston Rupee,Star Of Jasmine,B,29 Sep 2022,0.0580000000
The Meadows,18 Jan 25,3,PIXIE TRIXIE,5,C Capuano,Grade 5,525,8,26.8,12.10,7.77,M,5.36,30.78,Sh Avatar,Fairytale Wish,B,02 Jul 2022,0.0586285714
The Meadows,18 Jan 25,3,PAW DIMETRA,6,M Delbridge,Grade 5,525,5,28.4,19.80,5.30,M,5.49,30.61,Allen Deed,Fanta Bale,B,29 Jul 2022,0.0583047619
The Meadows,18 Jan 25,3,BIG BUCKETS,7,N Salna,Grade 5,525,2,30.8,7.40,0.40,M,5.24,30.26,Need My Moneynow,Kasreyn,D,11 Nov 2021,0.0576380952
The Meadows,18 Jan 25,3,PSYCHO BUDDY,8,N Salna,Grade 5,525,3,31.6,30.60,1.73,M,5.29,30.36,Sh Avatar,Fairytale Wish,D,02 Jul 2022,0.0578285714
The Meadows,18 Jan 25,4,PAW BODHI,1,M Delbridge,Mixed 4/5,600,1,28.3,3.10,0,Q,9.20,34.46,Allen Deed,Fanta Bale,B,29 Jul 2022,0.0574333333
The Meadows,18 Jan 25,4,BOMB LUCA,2,T Dailly,Mixed 4/5,600,2,33.3,4.40,0.11,M,9.11,34.47,Fernando Bale,Jd Bombshell,D,19 Oct 2022,0.0574500000
The Meadows,18 Jan 25,4,DISHEVELED,4,J Britton,Mixed 4/5,600,6,31.1,6.80,9.64,M,9.20,35.13,Fernando Bale,Silken,D,17 Jul 2022,0.0585500000
The Meadows,18 Jan 25,4,MAHOGANY,5,K Cottrell,Mixed 4/5,600,4,32.7,8.80,6.10,M,9.31,34.88,Handsome Prince,Pay Call,D,08 Jun 2022,0.0581333333
The Meadows,18 Jan 25,4,FERGUS ZULU,7,J Thompson,Mixed 4/5,600,5,33.4,2.90,8.64,M,9.26,35.06,Orson Allen,Cyclone Jebel,D,08 Sep 2021,0.0584333333
The Meadows,18 Jan 25,4,GARRY STUN ON,8,C Brett,Mixed 4/5,600,3,31.4,33.90,3.73,Q,9.04,34.72,Fully Loaded,Express Angel,D,29 Dec 2020,0.0578666667
The Meadows,18 Jan 25,5,NANCY DEVERE,1,B Pell,Grade 5,525,6,27.9,6.50,15.76,M,5.19,30.67,Fernando Bale,Pheme,B,27 Mar 2023,0.0584190476
The Meadows,18 Jan 25,5,PAW YASMIN,2,M Delbridge,Grade 5,525,4,29.0,5.70,11.03,M,5.21,30.34,Aussie Infrared,Dyna Patty,B,28 Jul 2022,0.0577904762
The Meadows,18 Jan 25,5,STORMY DAY,3,J Sharp,Grade 5,525,5,29.6,6.80,11.67,M,5.17,30.38,Tommy Shelby,Chloe Louise,D,31 Dec 2021,0.0578666667
The Meadows,18 Jan 25,5,STOMPING,4,M Mallia,Grade 5,525,1,33.6,3.00,0,Q,5.08,29.57,Aussie Infrared,Stepping,D,12 Dec 2021,0.0563238095
The Meadows,18 Jan 25,5,UPSET SUNSET,5,T Dailly,Grade 5,525,8,28.8,19.50,18.09,M,5.20,30.83,Feral Franky,Sunset Bourbski,B,14 Feb 2023,0.0587238095
The Meadows,18 Jan 25,5,ZIPPING MINAJ,6,T Dailly,Grade 5,525,2,29.2,6.60,8.06,Q,5.07,30.13,Aussie Infrared,Zipping Meg,B,26 Dec 2021,0.0573904762
The Meadows,18 Jan 25,5,BILLY INTENTION,7,T O'Neill,Grade 5,525,7,34.0,31.80,16.16,S,5.22,30.70,Aussie Infrared,Jane's Intention,D,02 Nov 2021,0.0584761905
The Meadows,18 Jan 25,5,CRUISING DEBBIE,8,B Pursell,Grade 5,525,3,28.1,7.40,9.86,M,5.08,30.26,Mepunga Cruzer,Mepunga Debbie,B,02 Dec 2021,0.0576380952
The Meadows,18 Jan 25,6,LETIZIA,1,A Debattista,Restricted Win Final,600,5,30.1,2.60,8.54,M,9.16,35.16,Zambora Brockie,Nordegren,B,23 Sep 2021,0.0586000000
The Meadows,18 Jan 25,6,BOLD BERT,2,S Stefanos,Restricted Win Final,600,3,34.2,20.10,6.57,Q,9.20,35.02,Tommy Shelby,Katey Penny,D,24 Jan 2022,0.0583666667
The Meadows,18 Jan 25,6,BUN QUAKE,4,S Brincat,Restricted Win Final,600,7,30.0,2.70,13.27,M,9.21,35.49,Droopys Sydney,Gypsy Bun,D,03 Jun 2022,0.0591500000
The Meadows,18 Jan 25,6,MISS MARY JO,5,C Kelly,Restricted Win Final,600,1,28.4,9.00,0,M,9.30,34.56,Tommy Shelby,Ivy Wren,B,15 Mar 2022,0.0576000000
The Meadows,18 Jan 25,6,ZIPPING CARDI,6,M Lloyd,Restricted Win Final,600,2,27.2,6.80,5.41,M,9.39,34.94,Aussie Infrared,Zipping Meg,B,26 Dec 2021,0.0582333333
The Meadows,18 Jan 25,6,DAINTREE PEDRO,8,W Hooke,Restricted Win Final,600,4,32.1,32.40,6.86,Q,9.02,35.04,Feral Franky,Whistling Bullet,D,24 Oct 2022,0.0584000000
The Meadows,18 Jan 25,7,ZIPPING GRANDE,1,K Lloyd,Mixed 4/5,730,2,27.5,7.40,13.27,M,5.09,43.02,Aussie Infrared,Zipping Meg,B,26 Dec 2021,0.0589315068
The Meadows,18 Jan 25,7,REITERATE,2,J Britton,Mixed 4/5,730,4,32.7,2.30,16.81,M,4.98,43.26,Fernando Bale,Silken,D,17 Jul 2022,0.0592602740
The Meadows,18 Jan 25,7,FACETIOUS,4,B Panetta,Mixed 4/5,730,3,26.3,15.70,15.13,M,5.16,43.15,Superior Panama,Gemilly,B,14 Dec 2021,0.0591095890
The Meadows,18 Jan 25,7,HENRY INTENTION,6,T O'Neill,Mixed 4/5,730,6,37.9,12.80,25.80,S,5.30,43.89,Aussie Infrared,Jane's Intention,D,02 Nov 2021,0.0601232877
The Meadows,18 Jan 25,7,LANFRANCO,7,B Ennis,Mixed 4/5,730,1,31.7,2.20,0,M,5.03,42.09,Feral Franky,Miami Fernando,D,04 May 2022,0.0576575342
The Meadows,18 Jan 25,7,VALLETTA DIVA,8,J Nicholls,Mixed 4/5,730,5,27.6,33.70,17.39,M,5.09,43.30,Tommy Shelby,Valletta Sky,B,10 May 2022,0.0593150685
The Meadows,18 Jan 25,8,ASTON PING,1,B Magri,Free For All,525,7,25.7,23.70,14.84,Q,5.14,30.45,Fernando Bale,Zoom Out,B,27 Jan 2022,0.0580000000
The Meadows,18 Jan 25,8,ZIPPING HOPKINS,2,B Ennis,Free For All,525,4,33.2,3.00,8.66,S,5.35,30.01,My Redeemer,Zipping Ivy,D,27 Feb 2022,0.0571619048
